x,y,z,target
57,32,5,136
47,60,91,440
21,78,97,468
36,32,91,373
47,30,87,368
24,74,42,298
27,2,95,316
19,61,25,216
89,99,61,470
55,41,11,170
30,77,16,232
45,57,94,441
44,78,19,257
60,85,37,341
21,15,96,339
0,9,12,54
54,33,92,396
70,16,40,222
65,19,83,352
13,76,81,408
3,39,23,150
19,82,2,189
83,99,83,530
28,65,18,212
55,11,50,227
12,7,84,278
67,64,19,252
44,95,51,387
62,89,90,510
72,12,96,384
43,35,5,128
13,57,92,403
68,98,15,309
5,75,82,401
83,85,82,499
23,52,82,373
2,9,6,38
84,94,19,329
49,93,7,256
51,42,12,171
68,97,39,379
76,89,33,353
63,3,72,285
67,83,5,248
89,69,22,293
8,57,49,269
50,46,64,334
3,14,2,37
14,1,56,184
49,86,11,254
40,7,2,60
90,77,97,535
86,2,42,216
75,40,95,440
16,38,73,311
77,59,95,480
65,34,17,184
84,30,73,363
15,62,14,181
79,53,94,467
1,10,15,66
49,63,38,289
82,36,52,310
48,70,74,410
32,25,73,301
84,98,73,499
86,92,64,462
10,46,0,102
96,14,64,316
8,63,67,335
18,49,2,122
76,83,22,308
77,63,98,497
29,86,74,423
46,79,60,384
30,83,46,334
58,59,0,176
18,17,76,280
83,92,51,420
40,11,4,74
41,92,45,360
26,77,11,213
65,87,28,323
44,25,22,160
85,54,78,427
68,20,24,180
10,81,86,430
33,98,74,451
30,1,38,146
43,94,87,492
7,29,41,188
96,57,82,456
83,79,39,358
25,17,61,242
30,83,50,346
94,6,49,253
59,51,73,380
31,47,86,383
60,79,50,368
86,33,90,422
28,27,45,217
79,2,81,326
13,47,16,155
85,55,62,381
73,60,97,484
14,88,85,445
16,39,31,187
92,40,62,358
49,87,92,499
6,37,8,104
60,75,0,210
57,56,22,235
22,56,28,218
61,18,75,322
79,38,66,353
46,32,55,275
39,70,13,218
43,86,61,398
57,21,26,177
42,58,16,206
0,73,83,395
84,11,50,256
8,9,11,59
29,23,75,300
5,16,20,97
12,90,10,222
47,7,4,73
87,97,6,299
44,55,63,343
46,40,33,225
54,15,84,336
41,85,86,469
94,7,63,297
11,82,37,286
64,84,40,352
57,53,51,316
32,32,89,363
6,32,78,304
80,81,91,515
55,63,67,382
25,57,17,190
53,17,88,351
84,22,4,140
26,70,65,361
73,31,72,351
75,46,1,170
47,70,60,367
85,99,64,475
69,90,63,438
77,60,84,449
60,48,46,294
38,22,55,247
31,39,14,151
16,59,88,398
17,98,76,441
27,56,31,232
29,63,83,404
54,92,18,292
73,66,45,340
19,85,56,357
37,36,23,178
80,98,32,372
5,98,59,378
47,58,79,400
67,27,5,136
32,43,88,382
89,88,88,529
10,67,42,270
56,34,62,310
44,71,83,435
9,3,56,183
80,22,0,124
57,53,79,400
55,93,1,244
82,89,91,533
16,64,5,159
91,33,9,184
63,7,47,218
6,22,20,110
75,4,83,332
33,39,7,132
48,89,55,391
80,3,26,164
64,32,15,173
20,55,87,391
14,14,33,141
54,24,60,282
77,61,81,442
81,35,85,406
51,12,64,267
47,74,91,468
64,80,2,230
21,0,33,120
49,28,41,228
45,97,19,296
60,86,23,301
90,56,90,472
30,93,37,327
27,80,40,307
2,96,63,383
52,51,39,271
23,29,96,369
86,89,11,297
31,93,75,442
27,51,29,216
14,50,0,114
73,71,64,407
69,38,80,385
20,51,75,347
60,95,59,427
13,84,72,397
76,95,39,383
59,24,16,155
40,67,27,255
33,33,85,354
46,68,25,257
77,83,49,390
72,26,8,148
54,51,13,195
80,33,21,209
0,31,85,317
10,31,63,261
97,51,42,325
59,10,35,184
51,24,48,243
12,92,94,478
15,32,20,139
81,31,42,269
84,24,41,255
97,1,8,123
29,36,57,272
1,51,31,196
64,81,42,352
64,17,66,296
5,94,72,409
7,1,82,255
28,99,9,253
14,22,80,298
69,53,79,412
54,30,69,321
90,1,18,146
52,76,71,417
74,61,65,391
93,48,84,441
72,63,44,330
87,24,71,348
7,43,44,225
90,50,17,241
80,35,64,342
95,1,22,163
77,43,57,334
76,72,95,505
36,33,36,210
84,64,35,317
77,57,73,410
16,89,99,491
84,18,99,417
39,73,53,344
88,63,84,466
7,55,24,189
55,11,18,131
74,86,47,387
40,4,49,195
92,51,27,275
89,81,14,293
11,74,5,174
84,32,66,346
23,66,18,209
75,76,34,329
82,15,23,181
72,67,28,290
55,82,15,264
12,69,72,366
15,41,18,151
87,45,32,273
84,73,36,338
41,22,68,289
43,79,71,414
53,8,30,159
32,99,21,293
28,34,95,381
65,67,39,316
33,39,40,231
23,42,95,392
78,13,85,359
78,57,31,285
33,37,79,344
22,57,21,199
55,94,21,306
47,81,16,257
82,67,49,363
50,56,82,408
3,11,74,247
8,30,56,236
46,1,54,210
2,18,42,164
59,22,36,211
1,62,51,278
33,45,37,234
8,67,99,439
35,26,93,366
17,60,77,368
44,64,16,220
15,80,98,469
14,30,61,257
99,72,72,459
24,19,56,230
95,89,16,321
11,43,83,346
47,66,93,458
53,99,65,446
19,34,54,249
15,38,24,163
13,34,67,282
73,64,54,363
44,39,30,212
69,92,93,532
99,81,11,294
13,65,57,314
50,34,84,370
7,44,58,269
11,26,16,111
5,6,74,239
14,98,41,333
92,62,89,483
89,32,25,228
67,86,49,386
60,1,25,137
96,71,48,382
72,23,37,229
85,73,0,231
29,91,40,331
70,39,52,304
10,41,32,188
45,93,64,423
49,4,90,327
0,38,84,328
60,90,41,363
64,23,84,362
59,14,39,204
55,57,35,274
68,15,65,293
62,32,43,255
15,77,57,340
3,52,18,161
45,75,76,423
52,42,54,298
21,8,37,148
78,9,15,141
77,3,55,248
37,97,63,420
78,51,57,351
66,7,82,326
28,97,82,468
38,42,47,263
13,53,60,299
73,62,28,281
98,48,93,473
0,92,76,412
0,97,2,200
39,95,51,382
80,66,29,299
17,22,94,343
24,22,37,179
79,35,50,299
70,66,22,268
52,38,98,422
54,50,81,397
75,92,45,394
84,83,82,496
61,32,26,203
19,67,41,276
99,75,87,510
49,48,24,217
45,81,33,306
15,80,32,271
46,52,78,384
41,84,15,254
12,37,16,134
80,68,41,339
35,68,76,399
50,90,34,332
74,12,54,260
65,81,15,272
26,70,49,313
47,24,68,299
8,54,38,230
88,40,22,234
14,85,80,424
13,6,79,262
6,41,13,127
60,46,52,308
43,28,87,360
83,49,78,415
37,96,21,292
70,84,53,397
62,41,78,378
40,36,97,403
68,57,91,455
21,50,16,169
0,97,42,320
3,77,97,448
57,5,68,271
20,3,71,239
70,38,21,209
2,63,61,311
72,30,55,297
87,56,56,367
86,85,15,301
71,4,52,235
62,46,42,280
6,52,41,233
35,66,1,170
97,77,78,485
72,52,98,470
73,82,6,255
72,72,57,387
80,91,32,358
62,1,53,223
26,66,62,344
58,37,38,246
39,64,69,374
32,35,50,252
74,22,22,184
32,34,71,313
78,74,23,295
44,71,14,228
95,50,93,474
33,44,50,271
65,17,33,198
39,96,84,483
91,56,47,344
34,58,18,204
52,30,13,151
15,2,95,304
75,35,94,427
66,75,68,420
47,38,6,141
21,49,92,395
74,71,14,258
35,92,0,219
96,84,76,492
22,77,28,260
94,81,29,343
78,50,28,262
4,36,48,220
52,96,76,472
22,59,60,320
45,71,87,448
96,50,40,316
75,49,97,464
24,71,9,193
77,42,68,365
11,51,5,128
41,1,97,334
33,19,48,215
27,37,47,242
28,23,82,320
27,96,0,219
93,93,1,282
44,21,18,140
48,40,20,188
49,86,73,440
71,35,20,201
94,63,63,409
73,52,38,291
61,71,19,260
45,57,64,351
21,13,56,215
12,43,70,308
18,94,23,275
28,65,76,386
53,7,34,169
91,2,90,365
33,67,18,221
67,23,7,134
94,78,85,505
70,35,15,185
39,93,2,231
88,80,50,398
49,74,99,494
39,16,84,323
13,2,12,53
91,81,61,436
70,31,23,201
84,39,53,321
32,94,48,364
36,42,4,132
28,85,56,366
0,53,88,370
69,15,3,108
81,92,23,334
78,66,47,351
0,60,83,369
83,46,30,265
10,65,67,341
5,64,24,205
43,18,56,247
46,95,75,461
91,64,25,294
17,70,71,370
17,81,63,368
83,88,77,490
91,89,13,308
93,24,31,234
70,90,22,316
68,50,40,288
83,60,60,383
19,69,38,271
74,35,70,354
65,29,89,390
80,15,25,185
58,83,94,506
28,12,56,220
48,53,72,370
31,25,13,120
64,85,57,405
49,73,60,375
95,1,58,271
18,0,43,147
38,53,20,204
35,35,24,177
78,43,55,329
9,25,53,218
11,24,74,281
19,61,6,159
37,97,30,321
49,10,32,165
94,84,48,406
67,79,14,267
18,58,97,425
90,96,8,306
79,57,72,409
81,51,64,375
42,5,94,334
41,6,65,248
81,18,46,255
14,21,8,80
29,58,49,292
84,30,42,270
14,0,8,38
0,94,34,290
83,44,85,426
87,45,84,429
80,15,86,368
3,72,16,195
61,59,71,392
69,98,76,493
94,57,86,466
91,54,52,355
11,48,99,404
44,8,4,72
19,26,99,368
55,28,43,240
21,18,97,348
6,91,29,275
77,15,61,290
93,46,0,185
15,39,43,222
85,49,84,435
17,65,13,186
49,80,4,221
1,21,41,166
14,21,68,260
8,47,80,342
49,83,71,428
82,82,96,534
84,41,90,436
43,11,75,290
35,59,99,450
64,36,39,253
83,10,44,235
57,3,25,138
81,36,63,342
44,53,84,402
57,21,51,252
97,11,9,146
8,19,76,274
45,51,75,372
80,1,30,172
98,22,26,220
33,53,76,367
84,22,75,353
42,40,65,317
19,78,87,436
59,52,43,292
33,41,4,127
28,82,29,279
96,25,57,317
73,28,46,267
39,58,59,332
96,12,53,279
81,63,81,450
28,87,56,370
82,41,29,251
97,44,68,389
74,60,73,413
54,24,37,213
82,17,83,365
35,31,5,112
25,18,48,205
28,28,76,312
24,56,81,379
32,93,41,341
54,81,0,216
80,50,41,303
92,28,65,343
99,26,83,400
88,97,95,567
56,6,17,119
16,82,10,210
89,57,15,248
93,49,68,395
75,24,78,357
43,52,96,435
86,45,36,284
89,8,12,141
64,45,11,187
92,26,50,294
61,62,26,263
36,67,55,335
58,13,38,198
57,41,59,316
4,43,97,381
80,50,97,471
32,77,75,411
43,20,92,359
85,50,17,236
83,36,42,281
80,42,52,320
78,74,26,304
57,51,80,399
62,28,87,379
9,31,34,173
41,78,81,440
55,52,93,438
89,73,75,460
95,75,94,527
64,3,54,232
78,86,66,448
77,51,9,206
3,76,73,374
68,68,13,243
7,54,86,373
97,6,94,391
48,93,70,444
46,69,63,373
15,91,45,332
85,80,70,455
32,64,93,439
42,80,40,322
86,32,66,348
35,35,51,258
88,22,78,366
42,68,33,277
97,14,36,233
67,8,10,113
24,60,40,264
71,72,18,269
65,44,79,390
73,63,22,265
65,11,38,201
99,16,48,275
66,24,83,363
74,77,6,246
74,92,23,327
13,68,43,278
48,11,94,352
32,48,37,239
5,18,20,101
50,5,29,147
19,52,32,219
27,62,18,205
16,56,56,296
12,94,32,296
27,79,11,218
60,64,90,458
65,80,65,420
22,93,35,313
45,93,0,231
9,66,99,438
37,60,46,295
5,34,70,283
41,83,24,279
60,5,39,187
36,96,62,414
3,97,89,464
38,94,83,475
90,68,54,388
71,25,89,388
7,62,69,338
79,56,8,215
55,29,59,290
73,99,82,517
7,76,69,366
25,99,14,265
66,79,62,410
25,34,21,156
96,49,34,296
79,96,64,463
26,53,91,405
53,59,86,429
17,46,21,172
55,15,95,370
60,53,34,268
33,20,50,223
39,48,27,216
11,84,84,431
88,76,48,384
72,57,5,201
77,31,70,349
3,1,4,17
34,1,5,51
86,72,44,362
20,10,28,124
18,42,74,324
60,27,36,222
2,87,21,239
68,18,4,116
22,93,92,484
88,45,87,439
19,0,95,304
53,15,80,323
4,2,12,44
58,15,46,226
57,34,93,404
62,62,73,405
13,84,41,304
37,46,31,222
68,64,91,469
68,48,72,380
48,44,32,232
8,61,87,391
75,2,26,157
20,28,40,196
94,94,38,396
39,3,3,54
79,69,87,478
61,83,93,506
7,87,13,220
91,55,55,366
58,12,24,154
53,18,61,272
20,73,45,301
23,81,90,455
42,73,50,338
12,56,93,403
15,86,9,214
85,77,48,383
93,76,89,512
41,96,21,296
29,61,18,205
42,53,33,247
42,82,23,275
6,87,78,414
33,41,80,355
25,78,81,424
72,13,55,263
24,92,91,481
12,93,82,444
93,10,99,410
81,92,18,319
95,24,70,353
70,41,60,332
42,97,31,329
28,62,87,413
48,67,52,338
72,83,74,460
72,71,78,448
15,99,18,267
62,18,18,152
90,11,49,259
6,80,81,409
17,59,60,315
84,66,91,489
14,71,34,258
90,62,96,502
57,14,20,145
24,9,34,144
89,88,96,553
55,30,21,178
98,69,21,299
47,0,26,125
89,44,83,426
23,23,44,201
73,42,88,421
30,69,37,279
74,26,13,165
17,1,52,175
26,35,13,135
41,84,85,464
18,29,4,88
78,33,65,339
39,40,0,119
5,83,3,180
77,54,9,212
76,4,72,300
78,52,48,326
76,27,74,352
96,12,25,195
98,3,30,194
57,39,26,213
63,89,44,373
51,87,28,309
33,40,13,152
56,14,56,252
36,69,87,435
83,33,84,401
63,14,81,334
26,9,9,71
10,9,42,154
33,55,49,290
5,36,32,173
42,92,65,421
26,74,85,429
84,71,87,487
33,91,0,215
85,97,0,279
27,44,1,118
94,86,53,425
50,84,87,479
11,31,53,232
18,40,61,281
89,91,23,340
54,92,51,391
6,12,65,225
18,86,98,484
96,21,61,321
12,43,18,152
67,77,43,350
25,32,81,332
80,76,40,352
56,51,37,269
94,99,10,322
20,51,17,173
82,95,97,563
74,6,32,182
53,3,62,245
76,5,68,290
0,41,76,310
63,74,55,376
92,88,15,313
7,37,34,183
64,35,39,251
21,96,18,267
33,70,5,188
94,40,14,216
91,98,32,383
23,67,42,283
91,24,66,337
64,91,63,435
48,26,76,328
36,89,39,331
41,9,89,326
9,94,23,266
16,94,95,489
24,95,99,511
82,67,5,231
14,68,60,330
49,7,69,270
7,23,54,215
74,98,5,285
70,35,91,413
20,68,79,393
36,9,61,237
88,72,58,406
55,72,94,481
32,95,54,384
77,80,77,468
10,38,90,356
6,77,18,214
3,10,40,143
67,77,64,413
22,70,63,351
57,16,63,278
17,54,47,266
31,63,43,286
2,36,88,338
85,6,4,109
19,13,50,195
99,84,13,306
66,80,26,304
37,60,32,253
70,8,32,182
31,28,96,375
76,88,83,501
19,93,94,487
40,22,5,99
63,61,48,329
72,90,37,363
94,83,33,359
50,15,58,254
26,36,63,287
72,99,34,372
65,65,14,237
68,5,42,204
46,88,13,261
93,14,94,403
34,75,79,421
2,17,64,228
35,98,90,501
21,9,11,72
3,90,78,417
72,73,1,221
15,69,9,180
69,9,50,237
98,96,21,353
67,30,79,364
68,30,54,290
83,86,26,333
32,88,24,280
77,73,60,403
86,78,66,440
34,62,68,362
60,41,49,289
80,38,32,252
15,56,6,145
76,41,80,398
51,33,66,315
11,63,13,176
11,58,54,289
96,47,52,346
14,63,50,290
3,44,1,94
66,29,15,169
97,45,79,424
44,87,16,266
93,25,8,167
75,62,18,253
97,8,67,314
5,11,45,162
54,69,71,405
8,73,10,184
77,34,4,157
50,21,85,347
57,41,3,148
38,65,78,402
92,76,22,310
24,34,91,365
39,94,82,473
12,4,96,308
95,9,8,137
3,57,57,288
77,70,76,445
10,0,96,298
41,93,25,302
50,0,40,170
25,60,46,283
51,25,38,215
78,84,97,537
79,10,93,378
93,24,87,402
48,97,34,344
36,92,81,463
18,25,35,173
17,63,78,377
59,32,99,420
4,23,63,239
22,9,47,181
72,66,86,462
67,95,9,284
76,77,97,521
69,72,83,462
73,45,29,250
17,21,8,83
12,3,20,78
98,48,62,380
68,86,0,240
60,55,61,353
7,37,53,240
63,23,52,265
17,65,73,366
5,90,12,221
10,82,36,282
44,0,45,179
6,49,33,203
7,45,19,154
78,29,86,394
41,49,61,322
31,54,11,172
23,87,68,401
49,77,55,368
71,78,23,296
74,31,65,331
16,65,83,395
47,11,41,192
85,87,87,520
54,11,93,355
41,61,30,253
57,46,13,188
48,30,29,195
16,40,72,312
76,48,9,199
53,80,43,342
32,38,83,357
94,74,54,404
28,97,57,393
32,69,29,257
45,50,36,253
24,59,50,292
10,6,59,199
45,69,75,408
19,55,81,372
93,81,53,414
43,5,63,242
38,11,77,291
84,0,56,252
79,25,82,375
55,73,51,354
94,68,53,389
49,87,54,385
89,54,14,239
98,10,6,136
19,30,34,181
36,88,18,266
30,17,11,97
27,2,35,136
30,2,3,43
22,39,67,301
30,37,59,281
95,73,3,250
34,68,93,449
29,66,36,269
49,87,81,466
3,81,14,207
17,78,21,236
54,29,5,127
90,20,97,421
72,85,67,443
69,0,46,207
72,84,42,366
73,4,85,336
45,78,27,282
60,1,47,203
70,31,2,138
48,0,64,240
41,93,78,461
86,76,46,376
92,92,96,564
80,79,70,448
47,16,98,373
15,40,61,278
1,1,98,297
90,58,99,503
53,42,62,323
50,14,38,192
44,8,77,291
56,21,97,389
86,1,8,112
3,11,11,58
39,12,22,129
57,99,9,282
18,25,34,170
58,7,8,96
36,18,98,366
82,21,72,340
61,13,76,315
61,50,50,311
93,74,89,508
83,69,46,359
48,87,39,339
74,96,12,302
17,58,78,367
29,77,85,438
2,42,88,350
35,68,66,369
71,19,2,115
35,44,88,387
4,80,69,371
13,99,73,430
54,50,50,304
41,37,69,322
33,43,65,314
28,9,95,331
12,33,77,309
57,4,55,230
87,33,91,426
83,41,62,351
51,59,35,274
49,42,96,421
27,19,28,149
41,56,15,198
40,16,17,123
65,26,48,261
7,28,48,207
37,52,44,273
60,11,80,322
14,52,1,121
83,27,65,332
50,43,17,187
83,9,92,377
45,7,22,125
18,96,81,453
11,50,69,318
56,75,67,407
6,54,73,333
28,50,6,146
21,37,7,116
21,23,38,181
7,74,84,407
71,49,36,277
30,98,42,352
84,98,96,568
67,68,38,317
61,4,1,72
7,87,95,466
11,61,29,220
37,51,32,235
49,76,38,315
95,20,16,183
37,62,89,428
4,38,30,170
57,67,33,290
70,83,9,263
29,99,47,368
75,47,7,190
93,30,6,171
46,22,42,216
87,30,82,393
9,81,78,405
6,99,64,396
0,77,19,211
85,23,72,347
99,97,96,581
14,37,85,343
62,32,87,387
16,48,29,199
51,26,18,157
90,47,37,295
33,33,18,153
97,5,21,170
45,6,23,126
76,91,30,348
74,49,11,205
96,83,15,307
57,48,55,318
43,81,95,490
90,95,24,352
9,54,26,195
70,8,30,176
35,62,99,456
74,74,90,492
57,59,37,286
11,43,76,325
72,3,15,123
62,69,45,335
35,65,34,267
46,39,76,352
7,50,98,401
60,98,25,331
35,82,30,289
98,66,46,368
67,16,67,300
74,64,96,490
42,57,59,333
15,3,48,165
85,78,8,265
66,6,41,201
56,0,11,89
67,28,29,210
91,15,41,244
25,55,35,240
87,74,96,523
56,92,98,534
77,39,68,359
33,75,8,207
48,71,33,289
56,10,22,142
23,99,40,341
79,80,61,422
42,55,49,299
87,20,13,166
11,31,15,118
77,61,35,304
25,45,38,229
36,11,83,307
35,11,82,303
30,28,59,263
61,29,67,320
50,24,52,254
18,71,15,205
81,10,15,146
26,16,48,202
86,79,7,265
20,2,35,129
32,2,22,102
65,62,26,267
80,61,15,247
90,92,94,556
23,95,61,396
27,77,70,391
91,57,13,244
49,12,42,199
70,10,86,348
1,30,56,229
81,52,13,224
27,30,35,192
57,65,63,376
25,1,57,198
69,41,30,241
22,36,30,184
14,71,57,327
84,39,43,291
41,38,28,201
73,16,19,162
86,55,25,271
66,71,7,229
59,51,72,377
52,66,86,442
73,19,48,255
95,25,72,361
35,84,62,389
37,45,78,361
59,88,92,511
20,41,96,390
7,50,71,320
77,32,5,156
23,33,26,167
25,11,34,149
62,54,79,407
64,14,80,332
21,99,10,249
21,94,53,368
87,94,96,563
82,55,81,435
82,61,53,363
24,87,91,471
17,87,65,386
17,10,72,253
51,1,61,236
8,71,64,342
52,76,72,420
30,46,13,161
8,1,33,109
92,77,32,342
74,90,84,506
67,73,12,249
19,93,27,286
72,43,85,413
99,38,84,427
92,61,35,319
78,20,32,214
20,4,93,307
5,33,14,113
74,22,98,412
32,68,8,192
24,89,78,436
84,88,95,545
34,99,34,334
31,48,34,229
61,1,55,228
67,12,92,367
41,94,4,241
86,66,93,497
56,3,42,188
41,83,83,456
